States,States,Jobs
37-2021,Virginia,2350
37-3011,Virginia,26680
37-3012,Virginia,330
37-3013,Virginia,0
39-1011,Virginia,0
39-1012,Virginia,0
39-1021,Virginia,5470
39-2011,Virginia,520
39-2021,Virginia,6840
39-3011,Virginia,0
39-3012,Virginia,0
39-3021,Virginia,170
39-3031,Virginia,2540
39-3091,Virginia,5890
39-3092,Virginia,80
39-3093,Virginia,220
39-4011,Virginia,180
39-4021,Virginia,1700
39-4831,Virginia,0
39-5011,Virginia,0
39-5012,Virginia,10190
39-5091,Virginia,0
39-5092,Virginia,2460
39-5093,Virginia,910
39-5094,Virginia,910
39-6011,Virginia,1330
39-6012,Virginia,1930
39-7011,Virginia,1450
39-7012,Virginia,0
39-9011,Virginia,13580
39-9021,Virginia,41200
39-9031,Virginia,10890
39-9032,Virginia,10810
39-9041,Virginia,3150
41-1011,Virginia,32530
41-1012,Virginia,6810
41-2011,Virginia,108920
41-2012,Virginia,0
41-2021,Virginia,13940
41-2022,Virginia,6110
41-2031,Virginia,122290
41-3011,Virginia,2370
41-3021,Virginia,10180
41-3031,Virginia,5240
41-3041,Virginia,2130
41-4011,Virginia,6220
41-4012,Virginia,29500
41-9011,Virginia,2730
41-9012,Virginia,60
41-9021,Virginia,1700
41-9022,Virginia,6720
41-9031,Virginia,1790
41-9041,Virginia,8120
41-9091,Virginia,0
43-1011,Virginia,40350
43-2011,Virginia,1380
43-2021,Virginia,140
43-3011,Virginia,7840
43-3021,Virginia,11330
43-3031,Virginia,39810
43-3041,Virginia,0
43-3051,Virginia,3290
43-3061,Virginia,1920
43-3071,Virginia,11680
43-4011,Virginia,1360
43-4021,Virginia,110
43-4031,Virginia,2050
43-4041,Virginia,0
43-4051,Virginia,62410
43-4061,Virginia,3860
43-4071,Virginia,2130
43-4081,Virginia,7320
43-4111,Virginia,5140
43-4121,Virginia,2480
43-4131,Virginia,7800
43-4141,Virginia,980
43-4151,Virginia,2810
43-4161,Virginia,4380
43-4171,Virginia,32240
43-4181,Virginia,3540
43-5011,Virginia,2700
43-5021,Virginia,1170
43-5031,Virginia,3140
43-5032,Virginia,4690
43-5041,Virginia,770
43-5051,Virginia,2310
43-5052,Virginia,8290
43-5053,Virginia,2570
43-5061,Virginia,8490
43-5071,Virginia,13030
43-5081,Virginia,56770
43-5111,Virginia,1830
43-6011,Virginia,14680
43-6012,Virginia,3010
43-6013,Virginia,5200
43-6014,Virginia,41600
43-9011,Virginia,990
43-9021,Virginia,4380
43-9022,Virginia,580
43-9031,Virginia,180
43-9041,Virginia,6780
43-9051,Virginia,3800
43-9061,Virginia,87200
43-9071,Virginia,1480
43-9081,Virginia,320
43-9111,Virginia,70
45-1011,Virginia,700
45-2011,Virginia,690
45-2021,Virginia,0
45-2041,Virginia,680
45-2090,Virginia,0
45-3011,Virginia,0
45-3021,Virginia,0
45-4011,Virginia,0
45-4021,Virginia,420
45-4022,Virginia,1370
45-4023,Virginia,130
47-1011,Virginia,18570
47-2011,Virginia,400
47-2021,Virginia,2580
47-2022,Virginia,430
47-2031,Virginia,16890
47-2041,Virginia,280
47-2042,Virginia,0
47-2043,Virginia,60
47-2044,Virginia,560
47-2051,Virginia,4160
47-2053,Virginia,0
47-2061,Virginia,21370
47-2071,Virginia,1730
47-2072,Virginia,90
47-2073,Virginia,10770
47-2081,Virginia,2020
47-2082,Virginia,0
47-2111,Virginia,16680
47-2121,Virginia,900
47-2131,Virginia,710
47-2132,Virginia,1140
47-2141,Virginia,6260
47-2142,Virginia,0
47-2151,Virginia,1500
47-2152,Virginia,12570
47-2161,Virginia,90
47-2171,Virginia,610
47-2181,Virginia,2310
47-2211,Virginia,3900
47-2221,Virginia,1310
47-3011,Virginia,2010
47-3012,Virginia,2430
47-3013,Virginia,3490
47-3014,Virginia,140
47-3015,Virginia,2340
47-3016,Virginia,470
47-4011,Virginia,4510
47-4021,Virginia,0
47-4031,Virginia,700
47-4041,Virginia,1310
47-4051,Virginia,4190
47-4061,Virginia,380
47-4071,Virginia,730
47-4091,Virginia,0
47-4799,Virginia,0
47-5011,Virginia,0
47-5012,Virginia,80
47-5013,Virginia,190
47-5021,Virginia,300
47-5031,Virginia,60
47-5041,Virginia,760
47-5042,Virginia,700
47-5051,Virginia,240
47-5061,Virginia,0
47-5071,Virginia,0
47-5081,Virginia,0
49-1011,Virginia,13860
49-2011,Virginia,3510
49-2021,Virginia,510
49-2022,Virginia,3620
49-2091,Virginia,170
49-2092,Virginia,530
49-2093,Virginia,660
49-2094,Virginia,2200
49-2095,Virginia,840
49-2096,Virginia,430
49-2097,Virginia,350
49-2098,Virginia,2880
49-3011,Virginia,2180
49-3021,Virginia,4200
49-3022,Virginia,0
49-3023,Virginia,20380
49-3031,Virginia,6360
49-3041,Virginia,580
49-3042,Virginia,3650
49-3043,Virginia,330
49-3051,Virginia,420
49-3052,Virginia,320
49-3053,Virginia,970
49-3091,Virginia,440
49-3092,Virginia,200
49-3093,Virginia,1930
49-9011,Virginia,460
49-9012,Virginia,1090
49-9021,Virginia,10720
49-9031,Virginia,0
49-9041,Virginia,8920
49-9043,Virginia,1550
49-9044,Virginia,730
49-9045,Virginia,50
49-9051,Virginia,2930
49-9052,Virginia,0
49-9061,Virginia,0
49-9062,Virginia,940
49-9063,Virginia,150
49-9064,Virginia,40
49-9071,Virginia,32020
49-9091,Virginia,510
49-9092,Virginia,170
49-9093,Virginia,0
49-9094,Virginia,590
49-9095,Virginia,0
49-9096,Virginia,1290
49-9097,Virginia,0
49-9098,Virginia,4200
49-9799,Virginia,0
51-1011,Virginia,12530
51-2011,Virginia,0
51-2021,Virginia,0
51-2022,Virginia,3400
51-2023,Virginia,1230
51-2031,Virginia,350
51-2041,Virginia,2210
51-2091,Virginia,120
51-2092,Virginia,16340
51-2093,Virginia,0
51-3011,Virginia,3010
51-3021,Virginia,2840
51-3022,Virginia,4380
51-3023,Virginia,1510
51-3091,Virginia,0
51-3092,Virginia,3310
51-3093,Virginia,480
51-4011,Virginia,1460
51-4012,Virginia,260
51-4021,Virginia,1110
51-4022,Virginia,0
51-4023,Virginia,480
51-4031,Virginia,2240
51-4032,Virginia,260
51-4033,Virginia,790
51-4034,Virginia,210
51-4035,Virginia,290
51-4041,Virginia,6460
51-4051,Virginia,190
51-4052,Virginia,0
51-4061,Virginia,30
51-4062,Virginia,0
51-4071,Virginia,0
51-4072,Virginia,2690
51-4081,Virginia,1330
51-4111,Virginia,610
51-4121,Virginia,7270
51-4122,Virginia,1730
51-4191,Virginia,130
51-4192,Virginia,550
51-4193,Virginia,510
51-4194,Virginia,150
51-5111,Virginia,730
51-5112,Virginia,4830
51-5113,Virginia,1010
51-6011,Virginia,5070
51-6021,Virginia,1420
51-6031,Virginia,2420
51-6041,Virginia,180
51-6042,Virginia,0
51-6051,Virginia,50
51-6052,Virginia,990
51-6061,Virginia,220
51-6062,Virginia,340
51-6063,Virginia,910
51-6064,Virginia,1270
51-6091,Virginia,720
51-6092,Virginia,30
51-6093,Virginia,880
51-7011,Virginia,2950
51-7021,Virginia,390
51-7031,Virginia,0
51-7032,Virginia,0
51-7041,Virginia,2240
51-7042,Virginia,1930
51-8011,Virginia,0
51-8012,Virginia,470
51-8013,Virginia,570
51-8021,Virginia,720
51-8031,Virginia,3110
51-8091,Virginia,0
51-8092,Virginia,360
51-8093,Virginia,120
51-8099,Virginia,120
51-9011,Virginia,1240
51-9012,Virginia,0
51-9021,Virginia,680
51-9022,Virginia,460
51-9023,Virginia,1930
51-9031,Virginia,130
51-9032,Virginia,0
51-9041,Virginia,2040
51-9051,Virginia,660
51-9061,Virginia,9120
51-9071,Virginia,0
51-9081,Virginia,950
51-9082,Virginia,310
51-9083,Virginia,630
51-9111,Virginia,6560
51-9121,Virginia,1310
51-9122,Virginia,2120
51-9123,Virginia,210
51-9141,Virginia,0
51-9151,Virginia,1330
51-9191,Virginia,1320
51-9192,Virginia,270
51-9193,Virginia,120
51-9194,Virginia,250
51-9195,Virginia,950
51-9196,Virginia,2490
51-9197,Virginia,0
51-9198,Virginia,6210
51-9399,Virginia,0
53-1011,Virginia,130
53-1021,Virginia,3670
53-1031,Virginia,5230
53-2011,Virginia,2880
53-2012,Virginia,550
53-2021,Virginia,1060
53-2022,Virginia,0
53-2031,Virginia,4070
53-3011,Virginia,290
53-3021,Virginia,4880
53-3022,Virginia,0
53-3031,Virginia,10750
53-3032,Virginia,40450
53-3033,Virginia,21150
53-3041,Virginia,4600
53-4011,Virginia,0
53-4012,Virginia,0
53-4013,Virginia,0
53-4021,Virginia,0
53-4031,Virginia,1020
53-4041,Virginia,0
53-5011,Virginia,2270
53-5021,Virginia,2220
53-5022,Virginia,30
53-5031,Virginia,1520
53-6011,Virginia,0
53-6021,Virginia,2080
53-6031,Virginia,1820
53-6041,Virginia,400
53-6051,Virginia,670
53-6061,Virginia,340
53-7011,Virginia,0
53-7021,Virginia,910
53-7031,Virginia,0
53-7032,Virginia,1370
53-7033,Virginia,0
53-7041,Virginia,90
53-7051,Virginia,12740
53-7061,Virginia,9700
53-7062,Virginia,49810
53-7063,Virginia,2510
53-7064,Virginia,13000
53-7071,Virginia,0
53-7072,Virginia,0
53-7073,Virginia,0
53-7081,Virginia,3430
53-7111,Virginia,0
53-7121,Virginia,180
11-1011,Washington,5910
11-1021,Washington,43760
Nov-11,Washington,640
Nov-21,Washington,5830
Nov-22,Washington,7390
Nov-31,Washington,2100
Nov-11,Washington,4890
Nov-21,Washington,11790
Nov-31,Washington,12680
Nov-51,Washington,2500
Nov-61,Washington,2010
Nov-71,Washington,2190
Nov-11,Washington,380
Nov-21,Washington,3360
Nov-31,Washington,680
Nov-13,Washington,130
Nov-21,Washington,6950
Nov-31,Washington,1150
Nov-32,Washington,4790
Nov-33,Washington,2120
Nov-41,Washington,4460
Nov-51,Washington,2190
Nov-71,Washington,170
Nov-81,Washington,870
Nov-11,Washington,5890
Nov-21,Washington,1840
Nov-31,Washington,310
Nov-41,Washington,2460
Nov-51,Washington,3350
Nov-61,Washington,150
Nov-99,Washington,9200
13-1011,Washington,0
13-1021,Washington,190
13-1022,Washington,3460
13-1023,Washington,11780
13-1031,Washington,5730
13-1032,Washington,270
13-1041,Washington,7950
13-1051,Washington,5900
13-1074,Washington,0
13-1078,Washington,0
13-1081,Washington,5920
13-1111,Washington,17110
13-1121,Washington,0
13-1141,Washington,1720
13-1151,Washington,5780
13-1161,Washington,16230
13-1199,Washington,32530
13-2011,Washington,27370
13-2021,Washington,880
13-2031,Washington,1310
13-2041,Washington,900
13-2051,Washington,5740
13-2052,Washington,3890
13-2053,Washington,1970
13-2061,Washington,410
13-2071,Washington,410
13-2072,Washington,6710
13-2081,Washington,1090
13-2082,Washington,0
13-2099,Washington,3430
15-1111,Washington,0
15-1121,Washington,18130
15-1131,Washington,10280
15-1132,Washington,49010
15-1133,Washington,13960
15-1141,Washington,2070
15-1142,Washington,9080
15-1150,Washington,0
15-1179,Washington,0
15-1799,Washington,0
15-2011,Washington,350
15-2021,Washington,0
15-2031,Washington,3060
15-2041,Washington,1040
15-2091,Washington,0
17-1011,Washington,3520
17-1012,Washington,750
17-1021,Washington,400
17-1022,Washington,850
17-2011,Washington,0
17-2021,Washington,0
17-2031,Washington,300
17-2041,Washington,450
17-2051,Washington,11270
17-2061,Washington,1810
17-2071,Washington,5540
17-2072,Washington,3560
17-2081,Washington,1560
17-2111,Washington,520
17-2112,Washington,7680
17-2121,Washington,630
17-2131,Washington,0
17-2141,Washington,7750
17-2151,Washington,100
17-2161,Washington,1420
17-2171,Washington,160
17-2199,Washington,3530
17-3011,Washington,1990
17-3012,Washington,970
17-3013,Washington,2250
17-3021,Washington,0
17-3022,Washington,1730
17-3023,Washington,2180
17-3024,Washington,180
17-3025,Washington,350
17-3026,Washington,0
17-3027,Washington,820
17-3029,Washington,2170
17-3031,Washington,1220
19-1011,Washington,0
19-1012,Washington,140
19-1013,Washington,520
19-1021,Washington,300
19-1022,Washington,290
19-1023,Washington,1990
19-1029,Washington,1180
19-1031,Washington,920
19-1032,Washington,520
19-1041,Washington,270
19-1042,Washington,4430
19-2011,Washington,0
19-2012,Washington,460
19-2021,Washington,270
19-2031,Washington,1590
19-2032,Washington,0
19-2041,Washington,3340
19-2042,Washington,1070
19-2043,Washington,370
19-2099,Washington,310
19-3011,Washington,310
19-3022,Washington,140
19-3031,Washington,2050
19-3032,Washington,0
19-3039,Washington,390
19-3041,Washington,80
19-3051,Washington,2070
19-3091,Washington,220
19-3092,Washington,30
19-3093,Washington,0
19-3094,Washington,100
19-3099,Washington,740
19-4011,Washington,330
19-4021,Washington,2760
19-4031,Washington,910
19-4041,Washington,90
19-4051,Washington,40
19-4061,Washington,330
19-4091,Washington,1050
19-4092,Washington,460
19-4093,Washington,1290
19-4099,Washington,1420
21-1011,Washington,2810
21-1012,Washington,4740
21-1013,Washington,350
21-1014,Washington,4050
21-1015,Washington,4880
21-1021,Washington,6160
21-1022,Washington,3000
21-1023,Washington,2300
21-1091,Washington,1590
21-1092,Washington,2110
21-1093,Washington,6100
21-2011,Washington,510
21-2021,Washington,150
23-1011,Washington,10760
23-1012,Washington,460
23-1021,Washington,320
23-1022,Washington,150
23-1023,Washington,990
23-2011,Washington,5270
23-2091,Washington,0
23-2093,Washington,1390
25-1000,Washington,0
25-2011,Washington,8870
25-2012,Washington,7680
25-2021,Washington,24320
25-2022,Washington,9950
25-2023,Washington,420
25-2031,Washington,14130
25-2032,Washington,2780
25-2053,Washington,1230
25-2054,Washington,1940
25-3011,Washington,2470
25-3021,Washington,6950
25-3999,Washington,0
25-4011,Washington,160
25-4012,Washington,290
25-4013,Washington,300
25-4021,Washington,3130
25-4031,Washington,2870
25-9011,Washington,70
25-9021,Washington,90
25-9031,Washington,1920
25-9041,Washington,35530
27-1011,Washington,770
27-1012,Washington,160
27-1013,Washington,420
27-1014,Washington,1800
27-1021,Washington,400
27-1022,Washington,280
27-1023,Washington,1300
27-1024,Washington,5000
27-1025,Washington,1510
27-1026,Washington,1880
27-1027,Washington,160
27-2011,Washington,470
27-2012,Washington,2490
27-2021,Washington,180
27-2022,Washington,11170
27-2023,Washington,400
27-2031,Washington,0
27-2032,Washington,90
27-2041,Washington,200
27-2042,Washington,1070
27-3011,Washington,600
27-3012,Washington,0
27-3021,Washington,0
27-3022,Washington,760
27-3031,Washington,5390
27-3041,Washington,1750
27-3042,Washington,1190
27-3043,Washington,1250
27-3091,Washington,1260
27-4011,Washington,1340
27-4012,Washington,530
27-4013,Washington,0
27-4014,Washington,330
27-4021,Washington,1280
27-4031,Washington,260
27-4032,Washington,220
29-1011,Washington,910
29-1021,Washington,2290
29-1022,Washington,0
29-1023,Washington,0
29-1024,Washington,0
29-1031,Washington,1160
29-1041,Washington,660
29-1051,Washington,5900
29-1060,Washington,0
29-1071,Washington,2330
29-1081,Washington,90
29-1111,Washington,0
29-1122,Washington,2630
29-1123,Washington,4550
29-1124,Washington,470
29-1125,Washington,240
29-1126,Washington,2230
29-1127,Washington,2850
29-1131,Washington,1580
29-1181,Washington,420
29-1199,Washington,1180
29-2011,Washington,3380
29-2012,Washington,3250
29-2021,Washington,5800
29-2031,Washington,960
29-2032,Washington,1440
29-2033,Washington,380
29-2037,Washington,0
29-2041,Washington,3540
29-2051,Washington,540
29-2052,Washington,7330
29-2053,Washington,650
29-2054,Washington,80
29-2055,Washington,2150
29-2056,Washington,1760
29-2061,Washington,7250
29-2071,Washington,4510
29-2081,Washington,1380
29-2091,Washington,190
29-2799,Washington,0
29-9011,Washington,2160
29-9012,Washington,470
29-9091,Washington,290
29-9799,Washington,0
31-1011,Washington,6780
31-1013,Washington,310
31-2011,Washington,380
31-2012,Washington,80
31-2021,Washington,1170
31-2022,Washington,800
31-9011,Washington,4030
31-9091,Washington,10320
31-9092,Washington,12950
31-9093,Washington,1760
31-9094,Washington,1620
31-9095,Washington,1150
31-9096,Washington,2970
31-9799,Washington,0
33-1011,Washington,870
33-1012,Washington,2390
33-1021,Washington,2230
33-2011,Washington,8090
33-2021,Washington,230
33-2022,Washington,0
33-3011,Washington,180
33-3012,Washington,6070
33-3021,Washington,2250
33-3031,Washington,110
33-3041,Washington,200
33-3051,Washington,9210
33-3052,Washington,30
33-9011,Washington,180
33-9021,Washington,300
33-9031,Washington,390
33-9032,Washington,18880
33-9091,Washington,1790
33-9092,Washington,2680
35-1011,Washington,2010
35-1012,Washington,19140
35-2011,Washington,5420
35-2012,Washington,10150
35-2013,Washington,0
35-2014,Washington,28820
35-2015,Washington,4030
35-2021,Washington,21680
35-3011,Washington,13520
35-3021,Washington,81160
35-3022,Washington,13380
35-3031,Washington,48380
35-3041,Washington,4360
35-9011,Washington,8240
35-9021,Washington,12870
35-9031,Washington,7660
37-1011,Washington,2520
37-1012,Washington,1670
37-2011,Washington,42890
37-2012,Washington,17580
37-2021,Washington,950
37-3011,Washington,19630
37-3012,Washington,650
37-3013,Washington,420
39-1011,Washington,680
39-1012,Washington,170
39-1021,Washington,3810
39-2011,Washington,440
39-2021,Washington,4470
39-3011,Washington,6090
39-3012,Washington,390
39-3021,Washington,60
39-3031,Washington,3650
39-3091,Washington,4440
39-3092,Washington,80
39-3093,Washington,260
39-4011,Washington,0
39-4021,Washington,210
39-4831,Washington,0
39-5011,Washington,0
39-5012,Washington,9160
39-5091,Washington,0
39-5092,Washington,3870
39-5093,Washington,0
39-5094,Washington,870
39-6011,Washington,520
39-6012,Washington,510
39-7011,Washington,1150
39-7012,Washington,0
39-9011,Washington,8430
39-9021,Washington,26820
39-9031,Washington,7460
39-9032,Washington,6120
39-9041,Washington,1350
41-1011,Washington,22040
41-1012,Washington,3910
41-2011,Washington,65350
41-2012,Washington,890
41-2021,Washington,11310
41-2022,Washington,5150
41-2031,Washington,101850
41-3011,Washington,2530
41-3021,Washington,8300
41-3031,Washington,5790
41-3041,Washington,1400
41-4011,Washington,4660
41-4012,Washington,35710
41-9011,Washington,2440
41-9012,Washington,0
41-9021,Washington,580
41-9022,Washington,7420
41-9031,Washington,1300
41-9041,Washington,2440
41-9091,Washington,0
43-1011,Washington,27640
43-2011,Washington,1740
43-2021,Washington,0
43-3011,Washington,4380
43-3021,Washington,12070
43-3031,Washington,35630
43-3041,Washington,610
43-3051,Washington,3090
43-3061,Washington,1090
43-3071,Washington,10350
43-4011,Washington,680
43-4021,Washington,80
43-4031,Washington,3210
43-4041,Washington,380
43-4051,Washington,55680
43-4061,Washington,3350
43-4071,Washington,1700
43-4081,Washington,5300
43-4111,Washington,4020
43-4121,Washington,2340
43-4131,Washington,3960
43-4141,Washington,630
43-4151,Washington,4470
43-4161,Washington,2580
43-4171,Washington,22590
43-4181,Washington,2790
43-5011,Washington,1930
43-5021,Washington,1010
43-5031,Washington,1420
43-5032,Washington,4280
43-5041,Washington,610
43-5051,Washington,1700
43-5052,Washington,6530
43-5053,Washington,2120
43-5061,Washington,10800
43-5071,Washington,14390
43-5081,Washington,35820
43-5111,Washington,1060
43-6011,Washington,9290
43-6012,Washington,3920
43-6013,Washington,8420
43-6014,Washington,38120
43-9011,Washington,740
43-9021,Washington,2720
43-9022,Washington,490
43-9031,Washington,240
43-9041,Washington,4600
43-9051,Washington,880
43-9061,Washington,61810
43-9071,Washington,920
43-9081,Washington,480
43-9111,Washington,480
45-1011,Washington,770
45-2011,Washington,310
45-2021,Washington,0
45-2041,Washington,2720
45-2090,Washington,0
45-3011,Washington,0
45-3021,Washington,0
45-4011,Washington,270
45-4021,Washington,310
45-4022,Washington,1650
45-4023,Washington,250
47-1011,Washington,11450
47-2011,Washington,260
47-2021,Washington,990
47-2022,Washington,320
47-2031,Washington,24180
47-2041,Washington,780
47-2042,Washington,0
47-2043,Washington,230
47-2044,Washington,1000
47-2051,Washington,3660
47-2053,Washington,0
47-2061,Washington,21910
47-2071,Washington,580
47-2072,Washington,140
47-2073,Washington,7510
47-2081,Washington,3970
47-2082,Washington,1810
47-2111,Washington,15160
47-2121,Washington,2130
47-2131,Washington,970
47-2132,Washington,590
47-2141,Washington,9100
47-2142,Washington,50
47-2151,Washington,1110
47-2152,Washington,10210
47-2161,Washington,410
47-2171,Washington,560
47-2181,Washington,4050
47-2211,Washington,3440
47-2221,Washington,1270
47-3011,Washington,230
47-3012,Washington,790
47-3013,Washington,490
47-3014,Washington,410
47-3015,Washington,460
47-3016,Washington,140
47-4011,Washington,2930
47-4021,Washington,170
47-4031,Washington,590
47-4041,Washington,1320
47-4051,Washington,2250
47-4061,Washington,150
47-4071,Washington,600
47-4091,Washington,0
47-4799,Washington,0
47-5011,Washington,0
47-5012,Washington,0
47-5013,Washington,0
47-5021,Washington,300
47-5031,Washington,0
47-5041,Washington,40
47-5042,Washington,0
47-5051,Washington,210
47-5061,Washington,0
47-5071,Washington,60
47-5081,Washington,40
49-1011,Washington,10490
49-2011,Washington,2190
49-2021,Washington,690
49-2022,Washington,5020
49-2091,Washington,1140
49-2092,Washington,290
49-2093,Washington,420
49-2094,Washington,1750
49-2095,Washington,260
49-2096,Washington,170
49-2097,Washington,210
49-2098,Washington,840
49-3011,Washington,4890
49-3021,Washington,2190
49-3022,Washington,730
49-3023,Washington,13010
49-3031,Washington,5120
49-3041,Washington,840
49-3042,Washington,3530
49-3043,Washington,400
49-3051,Washington,790
49-3052,Washington,340
49-3053,Washington,480
49-3091,Washington,200
49-3092,Washington,600
49-3093,Washington,2930
49-9011,Washington,340
49-9012,Washington,510
49-9021,Washington,4070
49-9031,Washington,1030
49-9041,Washington,6070
49-9043,Washington,1490
49-9044,Washington,1420
49-9045,Washington,0
49-9051,Washington,1780
49-9052,Washington,1400
49-9061,Washington,0
49-9062,Washington,1080
49-9063,Washington,330
49-9064,Washington,0
49-9071,Washington,31340
49-9091,Washington,560
49-9092,Washington,230
49-9093,Washington,0
49-9094,Washington,330
49-9095,Washington,50
49-9096,Washington,990
49-9097,Washington,110
49-9098,Washington,1800
49-9799,Washington,0
51-1011,Washington,13500
51-2011,Washington,0
51-2021,Washington,180
51-2022,Washington,4370
51-2023,Washington,460
51-2031,Washington,860
51-2041,Washington,2090
51-2091,Washington,980
51-2092,Washington,14620
51-2093,Washington,0
51-3011,Washington,5270
51-3021,Washington,3630
51-3022,Washington,3550
51-3023,Washington,1230
51-3091,Washington,260
51-3092,Washington,3420
51-3093,Washington,700
51-4011,Washington,1660
51-4012,Washington,390
51-4021,Washington,900
51-4022,Washington,0
51-4023,Washington,490
51-4031,Washington,2240
51-4032,Washington,70
51-4033,Washington,1100
51-4034,Washington,340
51-4035,Washington,350
51-4041,Washington,9970
51-4051,Washington,590
51-4052,Washington,340
51-4061,Washington,110
51-4062,Washington,40
51-4071,Washington,180
51-4072,Washington,2430
51-4081,Washington,770
51-4111,Washington,1260
51-4121,Washington,8060
51-4122,Washington,200
51-4191,Washington,170
51-4192,Washington,590
51-4193,Washington,490
51-4194,Washington,380
51-5111,Washington,440
51-5112,Washington,2440
51-5113,Washington,750
51-6011,Washington,3130
51-6021,Washington,840
51-6031,Washington,4320
51-6041,Washington,120
51-6042,Washington,0
51-6051,Washington,30
51-6052,Washington,1990
51-6061,Washington,0
51-6062,Washington,150
51-6063,Washington,80
51-6064,Washington,270
51-6091,Washington,410
51-6092,Washington,60
51-6093,Washington,460
51-7011,Washington,2130
51-7021,Washington,410
51-7031,Washington,0
51-7032,Washington,0
51-7041,Washington,1810
51-7042,Washington,2300
51-8011,Washington,0
51-8012,Washington,380
51-8013,Washington,420
51-8021,Washington,650
51-8031,Washington,2450
51-8091,Washington,640
51-8092,Washington,70
51-8093,Washington,1090
51-8099,Washington,280
51-9011,Washington,730
51-9012,Washington,1230
51-9021,Washington,420
51-9022,Washington,450
51-9023,Washington,1450
51-9031,Washington,0
51-9032,Washington,1740
51-9041,Washington,980
51-9051,Washington,340
51-9061,Washington,11860
51-9071,Washington,320
51-9081,Washington,910
51-9082,Washington,120
51-9083,Washington,360
51-9111,Washington,7450
51-9121,Washington,1430
51-9122,Washington,2420
51-9123,Washington,350
51-9141,Washington,1180
51-9151,Washington,390
51-9191,Washington,670
51-9192,Washington,780
51-9193,Washington,90
51-9194,Washington,0
51-9195,Washington,590
51-9196,Washington,1730
51-9197,Washington,0
51-9198,Washington,6570
51-9399,Washington,0
53-1011,Washington,180
53-1021,Washington,3530
53-1031,Washington,4890
53-2011,Washington,2120
53-2012,Washington,1180
53-2021,Washington,600
53-2022,Washington,220
53-2031,Washington,3530
53-3011,Washington,290
53-3021,Washington,5990
53-3022,Washington,12030
53-3031,Washington,7780
53-3032,Washington,31090
53-3033,Washington,18110
53-3041,Washington,3610
53-4011,Washington,0
53-4012,Washington,0
53-4013,Washington,0
53-4021,Washington,0
53-4031,Washington,0
53-4041,Washington,0
53-5011,Washington,3210
53-5021,Washington,2160
53-5022,Washington,130
53-5031,Washington,810
53-6011,Washington,80
53-6021,Washington,2860
53-6031,Washington,2210
53-6041,Washington,100
53-6051,Washington,680
53-6061,Washington,0
53-7011,Washington,530
53-7021,Washington,1250
53-7031,Washington,0
53-7032,Washington,720
53-7033,Washington,0
53-7041,Washington,0
53-7051,Washington,10590
53-7061,Washington,7380
53-7062,Washington,55530
53-7063,Washington,2120
53-7064,Washington,18730
53-7071,Washington,0
53-7072,Washington,0
53-7073,Washington,0
53-7081,Washington,1890
53-7111,Washington,0
53-7121,Washington,350
11-1011,West_Virginia,980
11-1021,West_Virginia,10200
Nov-11,West_Virginia,40
Nov-21,West_Virginia,260
Nov-22,West_Virginia,600
Nov-31,West_Virginia,130
Nov-11,West_Virginia,1590
Nov-21,West_Virginia,720
Nov-31,West_Virginia,1580
Nov-51,West_Virginia,700
Nov-61,West_Virginia,80
Nov-71,West_Virginia,460
Nov-11,West_Virginia,0
Nov-21,West_Virginia,320
Nov-31,West_Virginia,60
Nov-13,West_Virginia,0
Nov-21,West_Virginia,550
Nov-31,West_Virginia,170
Nov-32,West_Virginia,1720
Nov-33,West_Virginia,0
Nov-41,West_Virginia,300
Nov-51,West_Virginia,1360
Nov-71,West_Virginia,0
Nov-81,West_Virginia,180
Nov-11,West_Virginia,1260
Nov-21,West_Virginia,120
Nov-31,West_Virginia,230
Nov-41,West_Virginia,660
Nov-51,West_Virginia,480
Nov-61,West_Virginia,70
Nov-99,West_Virginia,950
13-1011,West_Virginia,0
13-1021,West_Virginia,0
13-1022,West_Virginia,250
13-1023,West_Virginia,700
13-1031,West_Virginia,1340
13-1032,West_Virginia,0
13-1041,West_Virginia,1110
13-1051,West_Virginia,780
13-1074,West_Virginia,0
13-1078,West_Virginia,0
13-1081,West_Virginia,280
13-1111,West_Virginia,1860
13-1121,West_Virginia,230
13-1141,West_Virginia,260
13-1151,West_Virginia,920
13-1161,West_Virginia,830
13-1199,West_Virginia,2740
13-2011,West_Virginia,3840
13-2021,West_Virginia,760
13-2031,West_Virginia,210
13-2041,West_Virginia,100
13-2051,West_Virginia,370
13-2052,West_Virginia,460
13-2053,West_Virginia,170
13-2061,West_Virginia,100
13-2071,West_Virginia,190
13-2072,West_Virginia,820
13-2081,West_Virginia,460
13-2082,West_Virginia,310
13-2099,West_Virginia,580
15-1111,West_Virginia,0
15-1121,West_Virginia,860
15-1131,West_Virginia,630
15-1132,West_Virginia,880
15-1133,West_Virginia,580
15-1141,West_Virginia,430
15-1142,West_Virginia,1110
15-1150,West_Virginia,0
15-1179,West_Virginia,0
15-1799,West_Virginia,0
15-2011,West_Virginia,0
15-2021,West_Virginia,0
15-2031,West_Virginia,230
15-2041,West_Virginia,130
15-2091,West_Virginia,0
17-1011,West_Virginia,160
17-1012,West_Virginia,40
17-1021,West_Virginia,40
17-1022,West_Virginia,460
17-2011,West_Virginia,160
17-2021,West_Virginia,0
17-2031,West_Virginia,50
17-2041,West_Virginia,280
